year,month,average_temperature_f,temperature_anomaly_f,state
2019,2,16.3,1.3,Maine
2019,3,24.7,-1.2,Maine
2019,4,38.8,0.5,Maine
2019,5,48.1,-2.4,Maine
2019,6,59.5,-0.3,Maine
2019,7,68.3,3,Maine
2019,8,64.5,1.5,Maine
2019,9,55.3,0.4,Maine
2019,10,46.1,1.8,Maine
2019,11,29.6,-2.7,Maine
2019,12,22.8,4.2,Maine
2020,1,20.8,7.6,Maine
2020,2,20.1,5.1,Maine
2020,3,29.6,3.7,Maine
2020,4,37.7,-0.6,Maine
2020,5,51.2,0.7,Maine
2020,6,62.5,2.7,Maine
2020,7,68.9,3.6,Maine
2020,8,65.6,2.6,Maine
2020,9,56.8,1.9,Maine
2020,10,44.7,0.4,Maine
2020,11,37,4.7,Maine
2020,12,27.2,8.6,Maine
2010,1,32.2,-0.3,Maryland
2010,2,30.8,-3,Maryland
2010,3,47.4,5,Maryland
2010,4,57.5,5.4,Maryland
2010,5,65.7,3.4,Maryland
2010,6,76.2,5.6,Maryland
2010,7,79.1,3.9,Maryland
2010,8,76.4,3.1,Maryland
2010,9,70.2,3.2,Maryland
2010,10,57.8,1.9,Maryland
2010,11,46.1,1.2,Maryland
2010,12,30.8,-4.5,Maryland
2011,1,29.6,-2.9,Maryland
2011,2,37.6,3.8,Maryland
2011,3,43.7,1.3,Maryland
2011,4,56.7,4.6,Maryland
2011,5,65.8,3.5,Maryland
2011,6,74,3.4,Maryland
2011,7,79.6,4.4,Maryland
2011,8,75.1,1.8,Maryland
2011,9,69,2,Maryland
2011,10,55.9,0,Maryland
2011,11,49.5,4.6,Maryland
2011,12,41.8,6.5,Maryland
2012,1,37.4,4.9,Maryland
2012,2,40.5,6.7,Maryland
2012,3,52.7,10.3,Maryland
2012,4,54.2,2.1,Maryland
2012,5,67.7,5.4,Maryland
2012,6,71.7,1.1,Maryland
2012,7,79.8,4.6,Maryland
2012,8,75.8,2.5,Maryland
2012,9,67.8,0.8,Maryland
2012,10,57.5,1.6,Maryland
2012,11,42.6,-2.3,Maryland
2012,12,42.2,6.9,Maryland
2013,1,36.3,3.8,Maryland
2013,2,34.5,0.7,Maryland
2013,3,39.7,-2.7,Maryland
2013,4,54.4,2.3,Maryland
2013,5,62.8,0.5,Maryland
2013,6,72.7,2.1,Maryland
2013,7,77.8,2.6,Maryland
2013,8,72.4,-0.9,Maryland
2013,9,66,-1,Maryland
2013,10,58.1,2.2,Maryland
2013,11,43.3,-1.6,Maryland
2013,12,38.6,3.3,Maryland
2014,1,27.8,-4.7,Maryland
2014,2,32.8,-1,Maryland
2014,3,38.2,-4.2,Maryland
2014,4,52.7,0.6,Maryland
2014,5,64.2,1.9,Maryland
2014,6,72.3,1.7,Maryland
2014,7,74.7,-0.5,Maryland
2014,8,71.7,-1.6,Maryland
2014,9,68,1,Maryland
2014,10,58.2,2.3,Maryland
2014,11,42.7,-2.2,Maryland
2014,12,39.6,4.3,Maryland
2015,1,30.7,-1.8,Maryland
2015,2,25.3,-8.5,Maryland
2015,3,39.4,-3,Maryland
2015,4,54,1.9,Maryland
2015,5,67.6,5.3,Maryland
2015,6,73,2.4,Maryland
2015,7,75.9,0.7,Maryland
2015,8,73.9,0.6,Maryland
2015,9,70.8,3.8,Maryland
2015,10,55.6,-0.3,Maryland
2015,11,50.5,5.6,Maryland
2015,12,48.6,13.3,Maryland
2016,1,32.1,-0.4,Maryland
2016,2,36.9,3.1,Maryland
2016,3,49.4,7,Maryland
2016,4,53.1,1,Maryland
2016,5,60.9,-1.4,Maryland
2016,6,72.2,1.6,Maryland
2016,7,78.4,3.2,Maryland
2016,8,78,4.7,Maryland
2016,9,71.5,4.5,Maryland
2016,10,59.4,3.5,Maryland
2016,11,47.7,2.8,Maryland
2016,12,38,2.7,Maryland
2017,1,38.3,5.8,Maryland
2017,2,43.7,9.9,Maryland
2017,3,43.1,0.7,Maryland
2017,4,59.5,7.4,Maryland
2017,5,62.2,-0.1,Maryland
2017,6,72.6,2,Maryland
2017,7,77.4,2.2,Maryland
2017,8,72.8,-0.5,Maryland
2017,9,68.3,1.3,Maryland
2017,10,61.2,5.3,Maryland
2017,11,45.8,0.9,Maryland
2017,12,35.3,0,Maryland
2018,1,31,-1.5,Maryland
2018,2,41.6,7.8,Maryland
2018,3,39.3,-3.1,Maryland
2018,4,50.7,-1.4,Maryland
2018,5,68.8,6.5,Maryland
2018,6,72.1,1.5,Maryland
2018,7,76.2,1,Maryland
2018,8,77.1,3.8,Maryland
2018,9,72.7,5.7,Maryland
2018,10,59,3.1,Maryland
2018,11,43.4,-1.5,Maryland
2018,12,39.2,3.9,Maryland
2019,1,34,1.5,Maryland
2019,2,37.6,3.8,Maryland
2019,3,42.1,-0.3,Maryland
2019,4,57.8,5.7,Maryland
2019,5,67.3,5,Maryland
2019,6,72.5,1.9,Maryland
2019,7,78.6,3.4,Maryland
2019,8,75.6,2.3,Maryland
2019,9,71.4,4.4,Maryland
2019,10,60.3,4.4,Maryland
2019,11,42.6,-2.3,Maryland
2019,12,38.9,3.6,Maryland
2020,1,39.1,6.6,Maryland
2020,2,41,7.2,Maryland
2020,3,49.3,6.9,Maryland
2020,4,51.6,-0.5,Maryland
2020,5,60.5,-1.8,Maryland
2020,6,72.7,2.1,Maryland
2020,7,80.1,4.9,Maryland
2020,8,76.6,3.3,Maryland
2020,9,67.3,0.3,Maryland
2020,10,59,3.1,Maryland
2020,11,50.9,6,Maryland
2020,12,38.3,3,Maryland
2010,1,25.9,1.8,Massachusetts
2010,2,29.3,4.3,Massachusetts
2010,3,41.4,7.3,Massachusetts
2010,4,50.6,5.9,Massachusetts
2010,5,60.3,4.6,Massachusetts
2010,6,67.6,3.2,Massachusetts
2010,7,74.1,4.4,Massachusetts
2010,8,70.1,2.5,Massachusetts
2010,9,64.6,4.2,Massachusetts
2010,10,51.5,1.4,Massachusetts
2010,11,41,1.8,Massachusetts
2010,12,27.8,-0.3,Massachusetts
2011,1,22.4,-1.7,Massachusetts
2011,2,25.5,0.5,Massachusetts
2011,3,35.4,1.3,Massachusetts
2011,4,47.7,3,Massachusetts
2011,5,58.5,2.8,Massachusetts
2011,6,65.2,0.8,Massachusetts
2011,7,72.8,3.1,Massachusetts
2011,8,69.8,2.2,Massachusetts
2011,9,64.9,4.5,Massachusetts
2011,10,52.6,2.5,Massachusetts
2011,11,45.4,6.2,Massachusetts
2011,12,35.8,7.7,Massachusetts
2012,1,30.4,6.3,Massachusetts
2012,2,33.6,8.6,Massachusetts
2012,3,44.1,10,Massachusetts
2012,4,48.7,4,Massachusetts
2012,5,60.4,4.7,Massachusetts
2012,6,65,0.6,Massachusetts
2012,7,73,3.3,Massachusetts
2012,8,71.5,3.9,Massachusetts
2012,9,61.9,1.5,Massachusetts
2012,10,53.5,3.4,Massachusetts
2012,11,39.2,0,Massachusetts
2012,12,34.7,6.6,Massachusetts
2013,1,27.5,3.4,Massachusetts
2013,2,28.4,3.4,Massachusetts
2013,3,34.9,0.8,Massachusetts
2013,4,46.3,1.6,Massachusetts
2013,5,57.7,2,Massachusetts
2013,6,67,2.6,Massachusetts
2013,7,75,5.3,Massachusetts
2013,8,68,0.4,Massachusetts
2013,9,60.8,0.4,Massachusetts
2013,10,51.8,1.7,Massachusetts
2013,11,38.8,-0.4,Massachusetts
2013,12,29.4,1.3,Massachusetts
2014,1,23,-1.1,Massachusetts
2014,2,24.1,-0.9,Massachusetts
2014,3,29.1,-5,Massachusetts
2014,4,45.9,1.2,Massachusetts
2014,5,57.2,1.5,Massachusetts
2014,6,65.9,1.5,Massachusetts
2014,7,71.2,1.5,Massachusetts
2014,8,67.2,-0.4,Massachusetts
2014,9,62.3,1.9,Massachusetts
2014,10,53.3,3.2,Massachusetts
2014,11,38.8,-0.4,Massachusetts
2014,12,34.7,6.6,Massachusetts
2015,1,21.8,-2.3,Massachusetts
2015,2,14.6,-10.4,Massachusetts
2015,3,29.3,-4.8,Massachusetts
2015,4,45.5,0.8,Massachusetts
2015,5,61.8,6.1,Massachusetts
2015,6,63.6,-0.8,Massachusetts
2015,7,71,1.3,Massachusetts
2015,8,71.1,3.5,Massachusetts
2015,9,66.2,5.8,Massachusetts
2015,10,50.1,0,Massachusetts
2015,11,44.7,5.5,Massachusetts
2015,12,41.8,13.7,Massachusetts
2016,1,28.5,4.4,Massachusetts
2016,2,30.9,5.9,Massachusetts
2016,3,41,6.9,Massachusetts
2016,4,45,0.3,Massachusetts
2016,5,57.2,1.5,Massachusetts
2016,6,66.1,1.7,Massachusetts
2016,7,72.6,2.9,Massachusetts
2016,8,72.5,4.9,Massachusetts
2016,9,64.6,4.2,Massachusetts
2016,10,52.2,2.1,Massachusetts
2016,11,42.2,3,Massachusetts
2016,12,31,2.9,Massachusetts
2017,1,31.5,7.4,Massachusetts
2017,2,33,8,Massachusetts
2017,3,31.5,-2.6,Massachusetts
2017,4,50.2,5.5,Massachusetts
2017,5,55.2,-0.5,Massachusetts
2017,6,66,1.6,Massachusetts
2017,7,70,0.3,Massachusetts
2017,8,68,0.4,Massachusetts
2017,9,65.1,4.7,Massachusetts
2017,10,57.5,7.4,Massachusetts
2017,11,40.3,1.1,Massachusetts
2017,12,26.6,-1.5,Massachusetts
2018,1,24.5,0.4,Massachusetts
2018,2,34.3,9.3,Massachusetts
2018,3,34.8,0.7,Massachusetts
2018,4,42.3,-2.4,Massachusetts
2018,5,60.8,5.1,Massachusetts
2018,6,64.8,0.4,Massachusetts
2018,7,73.3,3.6,Massachusetts
2018,8,73.5,5.9,Massachusetts
2018,9,65.2,4.8,Massachusetts
2018,10,50.3,0.2,Massachusetts
2018,11,37.8,-1.4,Massachusetts
2018,12,32.1,4,Massachusetts
2019,1,25.9,1.8,Massachusetts
2019,2,28.5,3.5,Massachusetts
2019,3,33.7,-0.4,Massachusetts
2019,4,47.7,3,Massachusetts
2019,5,55.3,-0.4,Massachusetts
2019,6,65.5,1.1,Massachusetts
2019,7,73.8,4.1,Massachusetts
2019,8,69.8,2.2,Massachusetts
2019,9,62,1.6,Massachusetts
2019,10,52.4,2.3,Massachusetts
2019,11,37.4,-1.8,Massachusetts
2019,12,30.5,2.4,Massachusetts
2020,1,32,7.9,Massachusetts
2020,2,32.4,7.4,Massachusetts
2020,3,40.2,6.1,Massachusetts
2020,4,43.1,-1.6,Massachusetts
2020,5,56.2,0.5,Massachusetts
2020,6,67.6,3.2,Massachusetts
2020,7,74.6,4.9,Massachusetts
2020,8,71.7,4.1,Massachusetts
2020,9,62.8,2.4,Massachusetts
2020,10,52.4,2.3,Massachusetts
2020,11,44.7,5.5,Massachusetts
2020,12,33.1,5,Massachusetts
2010,1,21.3,3.1,Michigan
2010,2,23.1,4,Michigan
2010,3,37.6,8.7,Michigan
2010,4,49,7.1,Michigan
2010,5,58.3,4.7,Michigan
2010,6,64.9,1.6,Michigan
2010,7,71.4,3.3,Michigan
2010,8,70.7,4.8,Michigan
2010,9,58.1,-0.4,Michigan
2010,10,49.9,2.4,Michigan
2010,11,37.8,3.3,Michigan
2010,12,22.8,-0.5,Michigan
2011,1,16.9,-1.3,Michigan
2011,2,21.3,2.2,Michigan
2011,3,28.8,-0.1,Michigan
2011,4,42,0.1,Michigan
2011,5,55,1.4,Michigan
2011,6,64.2,0.9,Michigan
2011,7,72.7,4.6,Michigan
2011,8,68.3,2.4,Michigan
2011,9,58.7,0.2,Michigan
2011,10,49.7,2.2,Michigan
2011,11,39.9,5.4,Michigan
2011,12,29.9,6.6,Michigan
2012,1,25.1,6.9,Michigan
2012,2,28.4,9.3,Michigan
2012,3,44.7,15.8,Michigan
2012,4,43.9,2,Michigan
2012,5,59,5.4,Michigan
2012,6,66.5,3.2,Michigan
2012,7,73.5,5.4,Michigan
2012,8,67.5,1.6,Michigan
2012,9,58.4,-0.1,Michigan
2012,10,47.5,0,Michigan
2012,11,36.2,1.7,Michigan
2012,12,30.4,7.1,Michigan
2013,1,23,4.8,Michigan
2013,2,20.9,1.8,Michigan
2013,3,27.8,-1.1,Michigan
2013,4,39.5,-2.4,Michigan
2013,5,56.5,2.9,Michigan
2013,6,63.8,0.5,Michigan
2013,7,68.8,0.7,Michigan
2013,8,66.6,0.7,Michigan
2013,9,59.5,1,Michigan
2013,10,48.8,1.3,Michigan
2013,11,34.2,-0.3,Michigan
2013,12,19.3,-4,Michigan
2014,1,12.3,-5.9,Michigan
2014,2,12.7,-6.4,Michigan
2014,3,21,-7.9,Michigan
2014,4,41.2,-0.7,Michigan
2014,5,54.6,1,Michigan
2014,6,65.2,1.9,Michigan
2014,7,64.8,-3.3,Michigan
2014,8,66,0.1,Michigan
2014,9,58.8,0.3,Michigan
2014,10,47.5,0,Michigan
2014,11,30.3,-4.2,Michigan
2014,12,28.2,4.9,Michigan
2015,1,16.6,-1.6,Michigan
2015,2,8,-11.1,Michigan
2015,3,28.6,-0.3,Michigan
2015,4,43.2,1.3,Michigan
2015,5,57.2,3.6,Michigan
2015,6,62.5,-0.8,Michigan
2015,7,67.9,-0.2,Michigan
2015,8,66.9,1,Michigan
2015,9,64.6,6.1,Michigan
2015,10,48.9,1.4,Michigan
2015,11,41.3,6.8,Michigan
2015,12,35.6,12.3,Michigan
2016,1,22.3,4.1,Michigan
2016,2,25.3,6.2,Michigan
2016,3,36.1,7.2,Michigan
2016,4,40.8,-1.1,Michigan
2016,5,55.4,1.8,Michigan
2016,6,64.7,1.4,Michigan
2016,7,70.3,2.2,Michigan
2016,8,70.8,4.9,Michigan
2016,9,63.5,5,Michigan
2016,10,51.6,4.1,Michigan
2016,11,42.6,8.1,Michigan
2016,12,25,1.7,Michigan
2017,1,25.2,7,Michigan
2017,2,29.9,10.8,Michigan
2017,3,30.7,1.8,Michigan
2017,4,47.2,5.3,Michigan
2017,5,53,-0.6,Michigan
2017,6,65.3,2,Michigan
2017,7,68.5,0.4,Michigan
2017,8,65.2,-0.7,Michigan
2017,9,62.6,4.1,Michigan
2017,10,52.5,5,Michigan
2017,11,34.5,0,Michigan
2017,12,20.9,-2.4,Michigan
2018,1,20,1.8,Michigan
2018,2,23,3.9,Michigan
2018,3,29.6,0.7,Michigan
2018,4,35.2,-6.7,Michigan
2018,5,60.2,6.6,Michigan
2018,6,65.2,1.9,Michigan
2018,7,70.5,2.4,Michigan
2018,8,69.8,3.9,Michigan
2018,9,62.4,3.9,Michigan
2018,10,45.9,-1.6,Michigan
2018,11,30.8,-3.7,Michigan
2018,12,28.7,5.4,Michigan
2019,1,16.8,-1.4,Michigan
2019,2,19.9,0.8,Michigan
2019,3,27.5,-1.4,Michigan
2019,4,42.5,0.6,Michigan
2019,5,51.8,-1.8,Michigan
2019,6,62.5,-0.8,Michigan
2019,7,70.9,2.8,Michigan
2019,8,66.3,0.4,Michigan
2019,9,62.3,3.8,Michigan
2019,10,47.5,0,Michigan
2019,11,30.8,-3.7,Michigan
2019,12,28.4,5.1,Michigan
2020,1,27,8.8,Michigan
2020,2,23.7,4.6,Michigan
2020,3,35,6.1,Michigan
2020,4,40.2,-1.7,Michigan
2020,5,53.2,-0.4,Michigan
2020,6,66,2.7,Michigan
2020,7,72.5,4.4,Michigan
2020,8,68.6,2.7,Michigan
2020,9,58.2,-0.3,Michigan
2020,10,44.4,-3.1,Michigan
2020,11,41.1,6.6,Michigan
2020,12,28.6,5.3,Michigan
2010,1,8.8,2.3,Minnesota
2010,2,12.8,0.8,Minnesota
2010,3,35.8,10.5,Minnesota
2010,4,50,8.6,Minnesota
2010,5,56,1.7,Minnesota
2010,6,63.8,0.1,Minnesota
2010,7,70.4,1.6,Minnesota
2010,8,70.2,3.9,Minnesota
2010,9,55,-1.8,Minnesota
2010,10,49.1,4,Minnesota
2010,11,30.7,2.8,Minnesota
2010,12,11.5,-1.4,Minnesota
2011,1,5,-1.5,Minnesota
2011,2,13.2,1.2,Minnesota
2011,3,23.6,-1.7,Minnesota
2011,4,41.6,0.2,Minnesota
2011,5,53.6,-0.7,Minnesota
2011,6,63.4,-0.3,Minnesota
2011,7,72.7,3.9,Minnesota
2011,8,68.2,1.9,Minnesota
2011,9,57.5,0.7,Minnesota
2011,10,49.9,4.8,Minnesota
2011,11,32.9,5,Minnesota
2011,12,22.7,9.8,Minnesota
2012,1,18.4,11.9,Minnesota
2012,2,22.4,10.4,Minnesota
2012,3,41.8,16.5,Minnesota
2012,4,45.5,4.1,Minnesota
2012,5,58.3,4,Minnesota
2012,6,66.8,3.1,Minnesota
2012,7,74.3,5.5,Minnesota
2012,8,66.7,0.4,Minnesota
2012,9,57.3,0.5,Minnesota
2012,10,43.2,-1.9,Minnesota
2012,11,30.9,3,Minnesota
2012,12,16.8,3.9,Minnesota
2013,1,11.4,4.9,Minnesota
2013,2,13,1,Minnesota
2013,3,20.6,-4.7,Minnesota
2013,4,34,-7.4,Minnesota
2013,5,53.2,-1.1,Minnesota
2013,6,63.9,0.2,Minnesota
2013,7,69,0.2,Minnesota
2013,8,67.8,1.5,Minnesota
2013,9,61.5,4.7,Minnesota
2013,10,44.9,-0.2,Minnesota
2013,11,27.6,-0.3,Minnesota
2013,12,5,-7.9,Minnesota
2014,1,2.3,-4.2,Minnesota
2014,2,3.8,-8.2,Minnesota
2014,3,19.6,-5.7,Minnesota
2014,4,38.4,-3,Minnesota
2014,5,54.3,0,Minnesota
2014,6,65,1.3,Minnesota
2014,7,66.7,-2.1,Minnesota
2014,8,67.1,0.8,Minnesota
2014,9,58.5,1.7,Minnesota
2014,10,46.2,1.1,Minnesota
2014,11,21.4,-6.5,Minnesota
2014,12,20.4,7.5,Minnesota
2015,1,13.7,7.2,Minnesota
2015,2,5.6,-6.4,Minnesota
2015,3,30.7,5.4,Minnesota
2015,4,44.6,3.2,Minnesota
2015,5,54.2,-0.1,Minnesota
2015,6,64.7,1,Minnesota
2015,7,69.5,0.7,Minnesota
2015,8,65.9,-0.4,Minnesota
2015,9,63.8,7,Minnesota
2015,10,47.9,2.8,Minnesota
2015,11,36.5,8.6,Minnesota
2015,12,24.8,11.9,Minnesota
2016,1,12.6,6.1,Minnesota
2016,2,19.9,7.9,Minnesota
2016,3,35.7,10.4,Minnesota
2016,4,42.5,1.1,Minnesota
2016,5,56.7,2.4,Minnesota
2016,6,65.6,1.9,Minnesota
2016,7,69.3,0.5,Minnesota
2016,8,68.1,1.8,Minnesota
2016,9,60.7,3.9,Minnesota
2016,10,48.2,3.1,Minnesota
2016,11,40.2,12.3,Minnesota
2016,12,15.3,2.4,Minnesota
2017,1,14.6,8.1,Minnesota
2017,2,23.9,11.9,Minnesota
2017,3,28.2,2.9,Minnesota
2017,4,44.4,3,Minnesota
2017,5,53.6,-0.7,Minnesota
2017,6,65,1.3,Minnesota
2017,7,69.2,0.4,Minnesota
2017,8,64,-2.3,Minnesota
2017,9,60.8,4,Minnesota
2017,10,47.1,2,Minnesota
2017,11,27.4,-0.5,Minnesota
2017,12,13.4,0.5,Minnesota
2018,1,10.4,3.9,Minnesota
2018,2,8.6,-3.4,Minnesota
2018,3,27.5,2.2,Minnesota
2018,4,32.7,-8.7,Minnesota
2018,5,61.1,6.8,Minnesota
2018,6,67,3.3,Minnesota
2018,7,69.7,0.9,Minnesota
2018,8,67.4,1.1,Minnesota
2018,9,59,2.2,Minnesota
2018,10,40.7,-4.4,Minnesota
2018,11,22.8,-5.1,Minnesota
2018,12,20.2,7.3,Minnesota
2019,1,6.6,0.1,Minnesota
2019,2,5.3,-6.7,Minnesota
2019,3,22.6,-2.7,Minnesota
2019,4,41.4,0,Minnesota
2019,5,50.5,-3.8,Minnesota
2019,6,64.4,0.7,Minnesota
2019,7,70.4,1.6,Minnesota
2019,8,65.2,-1.1,Minnesota
2019,9,60.2,3.4,Minnesota
2019,10,42.4,-2.7,Minnesota
2019,11,26,-1.9,Minnesota
2019,12,16.6,3.7,Minnesota
2020,1,14.1,7.6,Minnesota
2020,2,14,2,Minnesota
2020,3,30.4,5.1,Minnesota
2020,4,39.4,-2,Minnesota
2020,5,53.5,-0.8,Minnesota
2020,6,67.7,4,Minnesota
2020,7,71.3,2.5,Minnesota
2020,8,68.2,1.9,Minnesota
2020,9,56.5,-0.3,Minnesota
2020,10,38.9,-6.2,Minnesota
2020,11,33.9,6,Minnesota
2020,12,21,8.1,Minnesota
2010,1,40.6,-4.5,Mississippi
2010,2,40.7,-7.6,Mississippi
2010,3,52.3,-3.3,Mississippi
2010,4,65.1,1.5,Mississippi
2010,5,74.4,3.1,Mississippi
2010,6,82.2,3.9,Mississippi
2010,7,82.7,1.9,Mississippi
2010,8,83.8,3.6,Mississippi
2010,9,77,1.8,Mississippi
2010,10,65,0.5,Mississippi
2010,11,55.7,1.8,Mississippi
2010,12,42.3,-4.5,Mississippi
2011,1,42.2,-2.9,Mississippi
2011,2,49.8,1.5,Mississippi
2011,3,57.8,2.2,Mississippi
2011,4,67,3.4,Mississippi
2011,5,70.6,-0.7,Mississippi
2011,6,82.2,3.9,Mississippi
2011,7,82.9,2.1,Mississippi
2011,8,83,2.8,Mississippi
2011,9,72.5,-2.7,Mississippi
2011,10,61.3,-3.2,Mississippi
2011,11,56.1,2.2,Mississippi
2011,12,48,1.2,Mississippi
2012,1,50.8,5.7,Mississippi
2012,2,52.2,3.9,Mississippi
2012,3,65.4,9.8,Mississippi
2012,4,65.8,2.2,Mississippi
2012,5,74.3,3,Mississippi
2012,6,78.2,-0.1,Mississippi
2012,7,81.9,1.1,Mississippi
2012,8,79.5,-0.7,Mississippi
2012,9,74.4,-0.8,Mississippi
2012,10,62.1,-2.4,Mississippi
2012,11,52,-1.9,Mississippi
2012,12,51.6,4.8,Mississippi
2013,1,49.1,4,Mississippi
2013,2,49,0.7,Mississippi
2013,3,50.4,-5.2,Mississippi
2013,4,62.1,-1.5,Mississippi
2013,5,68.9,-2.4,Mississippi
2013,6,78.9,0.6,Mississippi
2013,7,78.8,-2,Mississippi
2013,8,79.6,-0.6,Mississippi
2013,9,77,1.8,Mississippi
2013,10,65.4,0.9,Mississippi
2013,11,51.1,-2.8,Mississippi
2013,12,46.7,-0.1,Mississippi
2014,1,38.5,-6.6,Mississippi
2014,2,46.3,-2,Mississippi
2014,3,51.6,-4,Mississippi
2014,4,62.7,-0.9,Mississippi
2014,5,70.8,-0.5,Mississippi
2014,6,78.6,0.3,Mississippi
2014,7,77.5,-3.3,Mississippi
2014,8,79.8,-0.4,Mississippi
2014,9,76.5,1.3,Mississippi
2014,10,66.5,2,Mississippi
2014,11,48.8,-5.1,Mississippi
2014,12,50.2,3.4,Mississippi
2015,1,43.8,-1.3,Mississippi
2015,2,41.9,-6.4,Mississippi
2015,3,57.7,2.1,Mississippi
2015,4,67,3.4,Mississippi
2015,5,72.3,1,Mississippi
2015,6,79.2,0.9,Mississippi
2015,7,82.8,2,Mississippi
2015,8,80.1,-0.1,Mississippi
2015,9,76.3,1.1,Mississippi
2015,10,66.5,2,Mississippi
2015,11,59.2,5.3,Mississippi
2015,12,56.7,9.9,Mississippi
2016,1,43.7,-1.4,Mississippi
2016,2,50.9,2.6,Mississippi
2016,3,60.2,4.6,Mississippi
2016,4,65.2,1.6,Mississippi
2016,5,70.5,-0.8,Mississippi
2016,6,80.2,1.9,Mississippi
2016,7,82.4,1.6,Mississippi
2016,8,82,1.8,Mississippi
2016,9,79,3.8,Mississippi
2016,10,69.2,4.7,Mississippi
2016,11,58.2,4.3,Mississippi
2016,12,49.4,2.6,Mississippi
2017,1,52.9,7.8,Mississippi
2017,2,57.1,8.8,Mississippi
2017,3,60.1,4.5,Mississippi
2017,4,67.3,3.7,Mississippi
2017,5,70.1,-1.2,Mississippi
2017,6,76.7,-1.6,Mississippi
2017,7,81.2,0.4,Mississippi
2017,8,79.3,-0.9,Mississippi
2017,9,74.5,-0.7,Mississippi
2017,10,66.2,1.7,Mississippi
2017,11,56.8,2.9,Mississippi
2017,12,47.1,0.3,Mississippi
2018,1,40.1,-5,Mississippi
2018,2,56.9,8.6,Mississippi
2018,3,57.1,1.5,Mississippi
2018,4,58.9,-4.7,Mississippi
2018,5,75.8,4.5,Mississippi
2018,6,80.6,2.3,Mississippi
2018,7,81.8,1,Mississippi
2018,8,80.3,0.1,Mississippi
2018,9,78.9,3.7,Mississippi
2018,10,67.4,2.9,Mississippi
2018,11,50.5,-3.4,Mississippi
2018,12,49,2.2,Mississippi
2019,1,46.3,1.2,Mississippi
2019,2,55,6.7,Mississippi
2019,3,54.7,-0.9,Mississippi
2019,4,63.1,-0.5,Mississippi
2019,5,74.3,3,Mississippi
2019,6,78.3,0,Mississippi
2019,7,80.8,0,Mississippi
2019,8,81.4,1.2,Mississippi
2019,9,81.2,6,Mississippi
2019,10,66.6,2.1,Mississippi
2019,11,50.3,-3.6,Mississippi
2019,12,50.7,3.9,Mississippi
2020,1,50.1,5,Mississippi
2020,2,51.1,2.8,Mississippi
2020,3,64.1,8.5,Mississippi
2020,4,62.9,-0.7,Mississippi
2020,5,70.3,-1,Mississippi
2020,6,78.1,-0.2,Mississippi
2020,7,82.1,1.3,Mississippi
2020,8,80.2,0,Mississippi
2020,9,75.3,0.1,Mississippi
2020,10,65.8,1.3,Mississippi
2020,11,58.4,4.5,Mississippi
2020,12,47,0.2,Mississippi
2010,1,25.5,-3.9,Missouri
2010,2,28.4,-5.3,Missouri
2010,3,45,1.5,Missouri
2010,4,60.5,5.9,Missouri
2010,5,64.5,0.2,Missouri
2010,6,77.3,4.3,Missouri
2010,7,79.1,1.5,Missouri
2010,8,79,3,Missouri
2010,9,68.8,0.5,Missouri
2010,10,58.3,1.2,Missouri
2010,11,46.5,2.9,Missouri
2010,12,29.6,-3.4,Missouri
2011,1,26.7,-2.7,Missouri
2011,2,33.2,-0.5,Missouri
2011,3,45.1,1.6,Missouri
2011,4,56.8,2.2,Missouri
2011,5,62.8,-1.5,Missouri
2011,6,75.8,2.8,Missouri
2011,7,82.7,5.1,Missouri
2011,8,77.8,1.8,Missouri
2011,9,64.8,-3.5,Missouri
2011,10,57.2,0.1,Missouri
2011,11,47.4,3.8,Missouri
2011,12,37.4,4.4,Missouri
2012,1,36.3,6.9,Missouri
2012,2,39.9,6.2,Missouri
2012,3,58.1,14.6,Missouri
2012,4,59,4.4,Missouri
2012,5,69.5,5.2,Missouri
2012,6,74.8,1.8,Missouri
2012,7,83.6,6,Missouri
2012,8,76.2,0.2,Missouri
2012,9,67,-1.3,Missouri
2012,10,54.3,-2.8,Missouri
2012,11,45.1,1.5,Missouri
2012,12,38.8,5.8,Missouri
2013,1,33.8,4.4,Missouri
2013,2,34.4,0.7,Missouri
2013,3,38.3,-5.2,Missouri
2013,4,52.1,-2.5,Missouri
2013,5,63.4,-0.9,Missouri
2013,6,73,0,Missouri
2013,7,75,-2.6,Missouri
2013,8,74.6,-1.4,Missouri
2013,9,70.7,2.4,Missouri
2013,10,55.9,-1.2,Missouri
2013,11,41.8,-1.8,Missouri
2013,12,30.3,-2.7,Missouri
2014,1,25.8,-3.6,Missouri
2014,2,26.5,-7.2,Missouri
2014,3,39.5,-4,Missouri
2014,4,55.1,0.5,Missouri
2014,5,65.3,1,Missouri
2014,6,73.7,0.7,Missouri
2014,7,72.6,-5,Missouri
2014,8,76.6,0.6,Missouri
2014,9,67.1,-1.2,Missouri
2014,10,57.8,0.7,Missouri
2014,11,37.8,-5.8,Missouri
2014,12,36.7,3.7,Missouri
2015,1,31.2,1.8,Missouri
2015,2,26.2,-7.5,Missouri
2015,3,44.5,1,Missouri
2015,4,57.7,3.1,Missouri
2015,5,64.8,0.5,Missouri
2015,6,74.3,1.3,Missouri
2015,7,77.4,-0.2,Missouri
2015,8,73.4,-2.6,Missouri
2015,9,71.6,3.3,Missouri
2015,10,57.7,0.6,Missouri
2015,11,48.9,5.3,Missouri
2015,12,42.4,9.4,Missouri
